self_employed,income_annum,loan_amount,loan_term,cibil_score,assets,loan_status
No,943019,2260300,20,698,667908,Rejected
No,661345,807070,10,749,945396,Approved
No,312569,1374110,10,704,668889,Rejected
No,520066,2242940,15,691,597185,Rejected
No,752483,1485780,20,824,856572,Approved
No,1019340,2367620,10,673,601317,Rejected
No,894343,2697380,15,772,1346043,Approved
Yes,928284,1287300,10,740,309407,Approved
No,771316,856420,10,815,863170,Approved
Yes,519655,2612940,10,737,1444965,Rejected
Yes,510165,335330,10,728,669314,Approved
No,787080,3816050,15,657,1174134,Rejected
Yes,653029,1323770,20,695,1480818,Rejected
No,833052,1779360,15,680,1120079,Rejected
No,930583,2360820,15,746,754789,Approved
Yes,605425,3111160,15,727,1169448,Rejected
No,384848,1416690,10,741,364423,Rejected
No,594784,1498230,15,728,804441,Approved
No,415195,1764200,15,770,910537,Rejected
No,552607,3299170,15,742,1524987,Rejected
No,713015,1758670,10,677,1678161,Rejected
No,1110198,1577810,15,708,1236788,Approved
No,260188,1573830,10,695,894816,Rejected
No,773531,1593400,15,805,1228036,Approved
No,705385,2341900,20,699,983708,Rejected
No,605237,2530270,15,684,971975,Rejected
No,657746,1867040,20,657,777817,Rejected
Yes,696613,2585530,10,718,572502,Rejected
Yes,360042,1976950,10,723,244318,Rejected
No,598375,2462800,10,690,1125972,Rejected
No,886714,1462020,15,808,849399,Approved
Yes,631273,872220,10,681,488311,Rejected
No,914639,1832220,10,767,1378314,Approved
No,982478,2206880,10,672,1082025,Rejected
No,625955,2051170,15,766,894602,Approved
No,658720,1304310,20,702,1397066,Approved
Yes,570252,2614500,15,725,712166,Rejected
No,920000,2112020,15,707,1115455,Approved
No,1165404,1738350,20,798,863297,Approved
Yes,681991,3477690,10,727,720597,Rejected
No,388798,2115630,10,713,848788,Rejected
Yes,931844,1545040,15,751,1471749,Approved
No,582539,1467030,10,664,749082,Rejected
No,395835,1274940,15,733,1646628,Approved
Yes,946057,2193360,10,730,839270,Approved
No,514917,1742800,15,790,413000,Rejected
No,640670,1957610,10,631,1089188,Rejected
Yes,889632,2828580,15,610,185106,Rejected
Yes,1081500,2231270,10,708,1542594,Approved
No,855860,2202450,10,661,1319690,Rejected
Yes,497902,2629700,10,709,969456,Rejected
Yes,537404,2712930,15,677,1399677,Rejected
No,868236,2090880,10,716,1363928,Approved
Yes,954589,2553870,10,735,531504,Approved
Yes,877324,1299900,15,746,903102,Approved
No,1116778,1874650,20,699,1564918,Rejected
No,890394,2573340,10,705,779935,Approved
No,586927,1625550,20,757,1167782,Approved
Yes,996983,759410,15,692,879106,Rejected
Yes,956719,1359520,10,725,1106020,Approved
Yes,590266,2295790,10,699,1140716,Rejected
No,791639,1701580,15,735,1147395,Approved
No,586193,2086820,10,693,991893,Rejected
Yes,884716,2195480,10,761,585678,Approved
No,784941,3512740,10,728,902090,Rejected
No,499581,2223030,20,733,1036371,Rejected
Yes,549439,2325250,15,662,1319914,Rejected
No,1007200,2345080,10,732,1103036,Approved
No,744116,1292630,15,681,964067,Rejected
Yes,791220,2372660,10,705,1043831,Approved
No,886071,1777870,15,770,790734,Approved
Yes,1047669,2099240,10,670,606832,Rejected
No,748392,2226930,10,829,946494,Approved
No,633653,2536110,15,674,1188529,Rejected
Yes,691777,1391240,10,788,136393,Rejected
No,795215,3056930,10,773,623020,Rejected
No,717960,2351440,15,697,1656539,Rejected
Yes,445163,1705280,10,687,1199889,Rejected
Yes,595951,2012900,15,730,1447298,Rejected
No,821808,1161050,10,756,927466,Approved
No,858368,900050,15,738,1411386,Approved
No,996896,1265860,10,822,2232830,Approved
No,819177,464910,10,714,415956,Approved
No,622569,3177970,10,585,911538,Rejected
No,760731,2533270,15,726,1170953,Approved
No,901561,1220860,15,752,579974,Approved
No,1075586,2156320,10,745,1189745,Approved
No,1187893,1470530,20,760,1292515,Approved
Yes,597572,2414740,15,668,1160190,Rejected
No,802607,2659330,10,687,1096189,Rejected
No,999728,1603670,15,768,634805,Approved
No,730962,2393700,15,770,868219,Approved
No,1219476,2495540,20,668,1147542,Rejected
No,867870,2325800,10,768,1185303,Approved
No,173135,1657990,20,689,560395,Rejected
No,581524,2308010,10,750,1436853,Rejected
No,598174,1416770,15,759,1029948,Approved
No,463304,2013790,10,707,1048781,Rejected
No,864737,1968920,10,729,694013,Approved
Yes,1078471,2458440,10,808,970694,Approved
Yes,640017,2504560,10,751,801483,Rejected
Yes,565694,2287530,10,734,681460,Rejected
No,642459,1608220,20,718,796167,Approved
No,634851,1328790,15,747,1120435,Approved
No,543292,2381970,10,687,1185175,Rejected
No,227765,1690820,20,742,960146,Rejected
Yes,610708,1085050,15,747,1033856,Approved
No,457081,1806260,20,747,1224075,Rejected
No,760782,1495020,15,766,881879,Approved
No,1221831,2438710,15,694,672985,Rejected
No,603149,2709090,15,704,1504736,Rejected
No,1151406,1793160,10,692,1007658,Rejected
No,706395,1274510,15,684,804920,Rejected
No,694012,3030890,20,812,1764095,Rejected
No,627245,2167490,20,654,847149,Rejected
Yes,1154285,1646950,15,692,-172995,Rejected
No,833833,1408120,15,737,1082907,Approved
Yes,449413,2284520,20,713,952395,Rejected
Yes,533836,2470200,10,681,706298,Rejected
Yes,782771,1591260,10,739,1062557,Approved
Yes,763616,323320,15,707,1964779,Approved
No,737292,1935860,10,687,770838,Rejected
No,704142,1202970,10,765,966203,Approved
No,1239853,2478680,10,714,1138471,Approved
No,759617,2359000,10,755,1193726,Approved
Yes,713998,2016430,20,638,1149205,Rejected
No,568347,1287180,15,637,835348,Rejected
No,787932,1236640,20,698,850978,Rejected
No,999767,3347430,10,770,667396,Rejected
Yes,939966,3121390,15,727,615059,Rejected
No,553802,3306070,10,721,1129110,Rejected
No,1060228,2627720,20,719,1755167,Approved
Yes,882414,2835730,20,728,455300,Rejected
No,1044294,4241770,10,618,116813,Rejected
Yes,747706,1885160,20,726,1363020,Approved
No,1100334,2706260,15,933,1204097,Approved
No,880598,1490830,10,702,1339840,Approved
No,108815,1329060,20,706,1164124,Rejected
No,1013465,1233240,15,831,565538,Approved
No,555470,2280550,15,731,428235,Rejected
No,407469,322450,20,687,1051042,Rejected
Yes,765610,2343600,10,711,483800,Approved
Yes,708915,2389310,20,629,737615,Rejected
Yes,864821,2946970,15,808,1275281,Rejected
No,1200305,2236260,10,831,855459,Approved
No,847106,2186610,15,796,826550,Approved
No,961339,1695180,15,679,1231067,Rejected
No,1028356,471760,15,745,960135,Approved
No,762200,2557560,10,734,903600,Rejected
Yes,914935,2385110,20,721,703417,Approved
No,1003726,2192010,20,745,1499952,Approved
No,809148,1505620,10,636,1238629,Rejected
Yes,898372,2034700,10,766,1226893,Approved
No,836230,2812030,15,631,1131086,Rejected
No,945516,2916090,10,699,981532,Rejected
No,951404,2458590,10,741,949760,Approved
No,806260,2280210,10,772,919366,Approved
No,475962,2681200,10,672,1199593,Rejected
Yes,-4642,1907570,10,700,662014,Rejected
No,857928,2300070,15,725,1343419,Approved
Yes,950554,2227370,15,706,1007808,Approved
No,700950,922300,20,722,1179664,Approved
No,815605,2564270,10,642,1875858,Rejected
Yes,977643,2656060,10,673,495034,Rejected
No,735370,3275160,15,796,1084534,Rejected
Yes,620928,2266580,10,749,1366637,Rejected
Yes,734033,2138710,15,709,1127183,Approved
Yes,866237,2139020,10,731,726995,Approved
No,699469,1585490,15,676,1012844,Rejected
Yes,543986,2154910,10,675,1104152,Rejected
No,337742,3337950,15,729,651756,Rejected
No,605881,1074160,15,728,1106128,Approved
No,663035,2222580,15,683,827577,Rejected
No,176308,2012040,10,643,1304257,Rejected
Yes,734997,1508910,15,747,1824725,Approved
Yes,449037,2681070,15,723,1668045,Rejected
Yes,381286,2715610,10,728,1700970,Rejected
Yes,426610,2174720,15,707,472937,Rejected
Yes,892035,2212040,15,624,1381044,Rejected
No,522247,1418050,10,747,647918,Approved
No,892836,2449150,15,732,414728,Rejected
No,606493,343040,10,730,916925,Approved
No,761238,3263430,15,758,968976,Rejected
No,450800,1901680,10,688,1322349,Rejected
No,520606,2082260,10,786,1641357,Rejected
Yes,506095,2195480,20,708,400696,Rejected
No,1000862,2590170,10,668,917832,Rejected
No,647979,1626750,10,721,1254863,Approved
No,514014,2822370,20,740,1313590,Rejected
No,885745,2274550,20,654,363456,Rejected
No,931993,2673660,10,693,514906,Rejected
No,833002,1576020,15,782,164981,Rejected
No,798485,2363870,20,669,959639,Rejected
Yes,868147,2221580,15,725,1099215,Approved
Yes,802524,1266860,10,756,465159,Approved
No,786223,2165210,10,724,1204151,Approved
No,726146,1381410,10,751,126635,Rejected
No,741134,1539040,10,672,968934,Rejected
No,639129,1143060,15,724,983653,Approved
No,346468,3144130,15,676,643325,Rejected
No,798878,2097260,15,761,1522293,Approved
No,707472,2992330,15,673,1037592,Rejected
No,502728,958050,10,752,643641,Approved
Yes,856513,1030740,10,670,749776,Rejected
Yes,907379,1596690,10,641,1389904,Rejected
No,568590,1811680,20,698,1565501,Rejected
No,673005,2351900,15,736,1097172,Rejected
No,933593,3431060,15,725,1526650,Rejected
Yes,528015,1879590,20,696,1271861,Rejected
No,628000,2373680,20,648,1063730,Rejected
No,702331,1844930,15,703,533626,Approved
No,431652,3659970,10,748,1387596,Rejected
No,848765,2042150,10,713,1146174,Approved
No,773717,788400,15,781,1062407,Approved
No,784704,1711800,20,703,1343582,Approved
No,668241,3392220,10,671,1537858,Rejected
No,652553,2559730,20,647,996231,Rejected
No,955546,3269080,10,737,723532,Rejected
Yes,733443,2844270,15,809,1321211,Rejected
Yes,814681,1399600,20,661,352913,Rejected
No,729002,3641520,20,797,966758,Rejected
No,608828,2899100,10,731,1290184,Rejected
No,537312,1065470,20,806,1410552,Approved
Yes,442130,1013390,10,721,584337,Approved
No,965386,1929830,15,703,1008324,Approved
Yes,552591,1794580,15,724,1444025,Approved
No,1105133,2249040,20,758,623399,Approved
No,578713,1129780,15,715,646301,Approved
No,917868,1744220,10,724,959161,Approved
No,883414,450280,20,768,870900,Approved
No,625611,1094180,10,740,917340,Approved
No,1013058,1495600,10,709,1441058,Approved
No,1038840,2635430,15,740,1553474,Approved
No,672064,1324380,15,677,1043459,Rejected
No,406805,2259970,15,667,1043923,Rejected
No,697292,2353230,15,752,1244938,Rejected
No,1119419,1250530,10,713,1083487,Approved
No,671476,2149980,10,733,650784,Approved
Yes,562080,2219090,20,785,1343034,Rejected
No,720228,2145320,10,678,560202,Rejected
Yes,1005921,1912930,20,719,1029590,Approved
No,849728,2508410,20,668,879964,Rejected
No,1146942,1897270,15,679,974735,Rejected
No,794333,2406140,10,708,717069,Approved
Yes,723858,2859280,20,673,853033,Rejected
Yes,1033771,1860220,15,743,1511011,Approved
No,736216,2318010,15,784,275143,Rejected
Yes,554197,1737560,10,727,1028922,Approved
Yes,786813,1811710,10,668,623761,Rejected
No,581377,2074550,10,692,783092,Rejected
No,786687,2672390,20,682,1276385,Rejected
No,885632,2111680,10,647,-3169,Rejected
No,631989,3156610,20,773,979097,Rejected
No,659096,1756660,10,694,418445,Rejected
No,896743,2706570,20,725,1039858,Approved
Yes,722195,3321380,20,665,199144,Rejected
No,532068,2009180,15,692,1025833,Rejected
Yes,674365,2539610,15,746,1206893,Rejected
Yes,863365,819630,15,820,1321485,Approved
Yes,759282,2126940,10,720,809133,Approved
No,588002,1847020,10,804,844069,Approved
No,802692,2492430,10,737,686747,Approved
No,1000021,2147130,10,690,49700,Rejected
No,737695,609100,10,744,10534,Rejected
No,642234,2951150,15,736,828623,Rejected
No,914845,2622830,20,798,782121,Approved
No,222023,2905230,10,674,1243168,Rejected
No,959766,2689880,15,699,925335,Rejected
No,986875,2563750,20,719,835833,Approved
Yes,466676,3224920,20,685,1098778,Rejected
No,967521,2654220,10,677,1110396,Rejected
Yes,638123,1295700,15,672,1084465,Rejected
Yes,605929,1588460,20,712,1179770,Approved
No,1002988,2505930,20,711,964249,Approved
Yes,909620,3574770,10,673,1065811,Rejected
Yes,1168371,3369370,20,617,1146044,Rejected
No,1094741,3236020,15,767,1120638,Approved
No,580333,1591210,10,750,730504,Approved
No,851173,1031870,20,797,1519565,Approved
No,1368170,2232370,20,685,497677,Rejected
Yes,450345,1423780,10,705,1471337,Approved
No,788764,2335810,20,786,929303,Approved
Yes,874281,3082370,20,784,923414,Rejected
No,678084,2902350,15,752,1182454,Rejected
No,1011522,2333840,15,754,978148,Approved
No,903651,1964740,15,774,717025,Approved
No,723803,3276700,20,756,765109,Rejected
No,906067,1626040,15,637,63873,Rejected
Yes,820345,1338540,15,811,1068556,Approved
No,694761,2137780,10,718,1836140,Approved
No,1173392,1617340,20,733,1677814,Approved
No,759041,3761610,15,766,760296,Rejected
No,788700,1581840,20,786,260885,Rejected
No,778484,934880,15,749,854944,Approved
Yes,945886,1886780,10,673,1289298,Rejected
No,896187,1715740,15,716,1090734,Approved
Yes,610031,1535210,15,608,901763,Rejected
Yes,745445,2391100,10,756,537273,Approved
No,629096,2198460,20,702,987864,Rejected
Yes,634551,795500,20,785,835738,Approved
No,921584,1559940,10,671,1341373,Rejected
No,889731,2529600,15,729,1186125,Approved
No,1110990,1315460,20,700,484782,Approved
No,985243,2055220,15,686,-3440,Rejected
No,858152,2924420,15,661,875840,Rejected
Yes,809148,3834430,10,712,1624959,Rejected
No,483754,2002840,15,707,794572,Rejected
No,897356,1028500,10,755,885446,Approved
Yes,710137,753930,20,670,1390872,Rejected
No,799825,1918890,15,670,1406689,Rejected
No,1004253,1732040,20,664,1443128,Rejected
No,602561,2433400,15,702,415143,Rejected
No,718112,2299670,20,690,731615,Rejected
Yes,929913,2373470,20,702,554675,Approved
No,830597,2751410,15,685,1148493,Rejected
No,546883,2278410,10,784,1143679,Rejected
Yes,796750,2362760,15,785,1035162,Approved
No,969204,235160,10,782,839888,Approved
No,1010318,948470,15,687,1626881,Rejected
No,1099550,1234130,10,733,986600,Approved
No,715166,1246920,10,704,354548,Approved
No,703227,2115680,15,775,963034,Approved
No,700892,2885600,15,776,361483,Rejected
No,681434,900260,15,685,1778736,Rejected
No,676129,2310160,10,666,647871,Rejected
Yes,791350,1654520,20,752,975237,Approved
No,676535,2879800,20,628,836803,Rejected
No,421228,2276410,10,721,1025808,Rejected
Yes,912169,1236300,10,754,909474,Approved
No,1118975,2508220,10,733,1238782,Approved
Yes,589424,1979520,10,728,456286,Rejected
No,740783,967690,20,678,809547,Rejected
No,963314,2356540,10,705,540233,Approved
No,767551,2336920,15,727,1560719,Approved
No,1174551,2872910,15,735,1015195,Approved
No,657555,2179960,15,626,1054012,Rejected
Yes,885828,-307570,10,669,1038707,Rejected
No,398096,1557860,10,692,1002216,Rejected
Yes,568875,1517130,15,716,1470397,Approved
Yes,378582,2233990,20,703,378425,Rejected
Yes,739105,2528370,10,727,1413962,Rejected
No,826087,1346170,20,603,1729164,Rejected
No,860929,2608680,10,779,489995,Rejected
Yes,616900,1360600,10,703,1054622,Approved
No,684479,2534790,10,707,1128013,Rejected
No,500803,2133810,10,688,975776,Rejected
No,776389,2821350,10,758,791786,Rejected
No,983629,1780770,20,709,1093988,Approved
No,671938,1765720,10,715,1002202,Approved
Yes,967779,2944930,20,675,988443,Rejected
Yes,753639,3291060,15,715,891826,Rejected
No,799335,2586150,10,745,1083139,Approved
No,707583,2116920,15,762,1611374,Approved
No,540319,1679580,15,716,722596,Approved
No,740895,1360180,10,812,1797148,Approved
Yes,728245,1840270,10,704,655330,Approved
No,477607,3000670,10,757,1398815,Rejected
No,509872,1755280,10,806,779014,Rejected
No,697543,1921970,15,763,1170328,Approved
No,862509,2065720,20,731,1078357,Approved
No,927103,3544230,10,696,1387811,Rejected
Yes,818612,1607600,20,749,1506408,Approved
No,873852,1795340,10,791,875391,Approved
No,505955,1653220,20,692,488172,Rejected
No,627611,2811890,10,708,513406,Rejected
Yes,821187,2826510,15,788,418431,Rejected
Yes,590987,1656960,10,749,999966,Approved
No,988453,1424330,15,776,703309,Approved
No,658891,2286760,10,757,994010,Rejected
No,951082,3348080,20,817,895511,Rejected
No,1003313,2910780,10,746,1310202,Approved
No,860664,1238130,15,794,1458837,Approved
Yes,759490,1312020,20,763,769124,Approved
Yes,581023,2103470,10,690,1335045,Rejected
No,811908,2235610,10,664,1089030,Rejected
No,841464,1262660,15,634,689992,Rejected
No,672775,2338860,10,745,1097573,Rejected
No,480335,1349060,15,716,365722,Approved
No,596472,2166110,15,704,1487009,Rejected
No,1060579,2342140,15,690,803551,Rejected
No,726190,2431180,15,672,1677311,Rejected
No,858628,1541860,15,731,1272986,Approved
No,995778,1904180,20,703,1395147,Approved
No,877127,2014110,20,795,1239941,Approved
No,744084,2269940,20,787,1200497,Approved
Yes,556116,2464920,15,747,1165165,Rejected
No,1032262,2182600,10,693,935752,Rejected
Yes,460358,281830,20,714,677292,Approved
No,505804,923770,10,682,899188,Rejected
No,881994,1704460,20,695,1215275,Rejected
No,956592,1378110,10,769,617805,Approved
No,812097,1288510,10,703,1447315,Approved
Yes,484652,2979040,10,757,439105,Rejected
No,799168,2377240,15,612,807009,Rejected
No,672054,1990450,15,670,974136,Rejected
No,1016109,1901360,10,903,823123,Approved
No,907458,2696810,10,721,1743880,Approved
Yes,1019948,1624850,10,724,1139742,Approved
No,877761,1710870,15,717,932150,Approved
Yes,1263590,827680,15,757,665504,Approved
No,729214,1419700,15,678,782508,Rejected
No,419520,2248870,15,776,676482,Rejected
Yes,869488,1877900,10,682,1641630,Rejected
No,780520,2317920,10,751,862133,Approved
No,978717,752680,10,739,1074410,Approved
No,697138,1183050,15,830,1470928,Approved
No,1040154,1877600,15,784,650026,Approved
No,607799,2482940,15,706,1006562,Rejected
No,1000780,580590,10,660,832356,Rejected
Yes,521073,1189170,20,760,1202987,Approved
No,829414,543160,20,727,553947,Approved
No,833828,2651170,10,710,265347,Rejected
No,724828,1252300,20,719,1274934,Approved
Yes,690258,2531160,10,725,1018840,Rejected
Yes,932545,1899900,10,717,680524,Approved
No,772039,2574770,10,747,190994,Rejected
No,804017,1422060,10,641,1145672,Rejected
No,480545,1332300,10,728,1304744,Approved
Yes,642510,2242570,10,705,1598842,Rejected
No,1008982,1201810,10,802,520693,Approved
No,847989,1908250,20,638,970238,Rejected
Yes,869189,1845960,20,695,1614349,Rejected
No,848903,2562110,20,771,1820147,Approved
No,927475,2213860,10,744,948162,Approved
No,1025641,2021810,10,752,1208650,Approved
No,735597,2212800,10,697,570886,Rejected
No,435856,2961050,10,596,881905,Rejected
Yes,412806,2513760,15,809,1111925,Rejected
No,176838,1296330,15,740,926638,Rejected
No,837244,1860660,15,821,461298,Approved
No,736378,1531940,10,660,669591,Rejected
No,704507,3178650,10,654,1770995,Rejected
